All Social,All Social,All Social,All Social,All Social,All Social,All Social,All Social,All Social,All Social,All Social,All Social,Facebook,Instagram,LinkedIn,LinkedIn,Google (GBP),Google (GBP),Google (GBP),Google (GBP),Google (GBP),Google (GBP),Google (GBP),Google (GBP),Google (GBP),Google (GBP),YouTube,YouTube,YouTube,TikTok,TikTok,TikTok,TikTok,TikTok,TikTok,TikTok,Community,Community,Pinterest,Pinterest
2026-12-01 09:00:00,"What actually happens when we sand a floor? Assessment first: board condition, wear layer, repairs needed. Then preparation, the part nobody sees and everybody feels, punching nails, refixing loose boards, filling where filling is right. Then the sanding itself, coarse to fine, with extraction keeping the dust down. Finally the finish, applied in proper coats with proper drying time. Every stage done fully, none rushed. That is the difference between a floor that looks good on handover day and one that still looks good years later.",,https://www.bearwooddesign.com/gbp-18.jpg,,,,TRUE,FALSE,,,,,,,,call_to_action,learn_more,,,,,,,,https://www.bearwooddesign.com/floor-sanding,,,,,,,,,,,,,,
2026-12-08 09:00:00,"Floor sanding in Bedminster. South of the river, the terraces of Bedminster and Southville have original pine boards that come up beautifully with a proper sand and finish. We handle the whole job: carpet and gripper out, repairs, gap filling for those famous BS3 draughts, then sanding and finishing to a standard we would want in our own homes. Local work for local houses, done by a family firm that has been at it for 15 years. If your boards are ready for a new lease of life, we are ready to look.",,https://www.bearwooddesign.com/gbp-19.jpg,,,,TRUE,FALSE,,,,,,,,call_to_action,learn_more,,,,,,,,https://www.bearwooddesign.com/floor-sanding-bedminster,,,,,,,,,,,,,,
2026-12-15 09:00:00,"The finish on a floor is only as good as the products in the tin. We use professional grade oils and lacquers chosen for the wood in front of us, never whatever is cheapest that week. It is a small part of the price of a job and the biggest part of how it looks in five years. That trade-off is not a hard one for us. Quality materials, applied properly, on well prepared boards. There is no other recipe.",,https://www.bearwooddesign.com/gbp-20.jpg,,,,TRUE,FALSE,,,,,,,,call_to_action,call,,,,,,,,,,,,,,,,,,,,,,
2026-12-22 09:00:00,"Got a herringbone or parquet floor hiding under the carpet? Bristol is full of them, especially in period properties, and most can be brought back beautifully. Loose blocks can be re-bonded, missing ones matched and replaced, and the whole floor sanded flat and refinished. Parquet needs a different approach to straight boards, and it is work we genuinely enjoy because the transformation is dramatic. Before you rip it out or cover it up, let us take a look. You might be sitting on the nicest floor in the street.",,https://www.bearwooddesign.com/gbp-21.jpg,,,,TRUE,FALSE,,,,,,,,call_to_action,learn_more,,,,,,,,https://www.bearwooddesign.com/floor-restoration,,,,,,,,,,,,,,
2026-12-29 09:00:00,"If your floorboards whistle in winter, this one is for you. Our floor insulation service tackles draughty suspended floors in Bristol's older housing stock: insulation fitted between the joists, perimeter gaps sealed, boards relaid without damage. Done alongside a sand and refinish it turns a cold, tired floor into the warmest looking and warmest feeling part of the house. Done on its own it is one of the quickest comfort upgrades an older home can get. Either way the work is careful, tidy and built to last.",,https://www.bearwooddesign.com/gbp-22.jpg,,,,TRUE,FALSE,,,,,,,,call_to_action,learn_more,,,,,,,,https://www.bearwooddesign.com/floor-insulation,,,,,,,,,,,,,,
2027-01-05 09:00:00,"Floor sanding in Henleaze. The 1930s semis and family homes around Henleaze often have solid, generous floorboards under decades of carpet, ideal candidates for sanding and refinishing. We restore Henleaze floors with the same approach every time: honest assessment, careful preparation, quality finishes. No hard sell, just a straight opinion on what your floor needs and a job done properly when you are ready. Plenty of our work comes from one neighbour seeing another's finished floor. If yours could be next, get in touch and we will pop round for a look.",,https://www.bearwooddesign.com/gbp-23.jpg,,,,TRUE,FALSE,,,,,,,,call_to_action,learn_more,,,,,,,,https://www.bearwooddesign.com/floor-sanding-henleaze,,,,,,,,,,,,,,
2027-01-12 09:00:00,"Working in your home is a privilege and we treat it like one. Doorways sealed, furniture protected, dust extracted at the machine, and the room handed back clean enough to use that evening in most cases. A father and son team leaves a smaller footprint than a crew, and we like it that way. The floor should be the only thing that looks different when we leave. That care is not an extra we charge for, it is simply how the two of us were taught to work, and after 15 years it is second nature on every job.",,https://www.bearwooddesign.com/gbp-24.jpg,,,,TRUE,FALSE,,,,,,,,call_to_action,call,,,,,,,,,,,,,,,,,,,,,,
2027-01-19 09:00:00,"How long does floor sanding actually take? A single average room is usually done in a day, including the finish going on. Larger spaces or floors needing repairs first take longer, and some finishes need extra coats with drying time between. We give you a realistic timeline when we quote, not an optimistic one, so you can plan around the work. Rushing a floor is how corners get cut, and we do not cut corners. Good preparation and proper drying time are what make a finish last for years instead of months.",,https://www.bearwooddesign.com/gbp-25.jpg,,,,TRUE,FALSE,,,,,,,,call_to_action,learn_more,,,,,,,,https://www.bearwooddesign.com/floor-sanding,,,,,,,,,,,,,,
2027-01-26 09:00:00,"Under a lot of Bristol carpet sits a floor worth saving. Our restoration service starts with what is actually there: boards checked, blocks re-bonded, damage repaired with matching timber, then the whole floor sanded flat and finished to suit. Victorian pine, oak parquet, herringbone halls, we have restored them all. The floors we hand back are the original article, not a replacement, and that matters in a period home. Quality work on quality boards, that is the whole idea. If you suspect there is timber worth saving under yours, we would love a look.",,https://www.bearwooddesign.com/gbp-26.jpg,,,,TRUE,FALSE,,,,,,,,call_to_action,learn_more,,,,,,,,https://www.bearwooddesign.com/floor-restoration,,,,,,,,,,,,,,
2027-02-02 09:00:00,"Floor sanding in Westbury-on-Trym. From village centre cottages to the surrounding family homes, Westbury-on-Trym has a real mix of floors and we have worked on most types: original boards, parquet, and newer timber needing a refresh. Every job starts with a proper look and an honest quote for what the floor actually needs. Quality is the emphasis in everything we do, because a floor done right stays done for years. Ready when you are. Get in touch and we will arrange a time to come and see the floor.",,https://www.bearwooddesign.com/gbp-27.jpg,,,,TRUE,FALSE,,,,,,,,call_to_action,learn_more,,,,,,,,https://www.bearwooddesign.com/floor-sanding-westbury-on-trym,,,,,,,,,,,,,,
2027-02-09 09:00:00,"Wood floors are the long game. Carpet is replaced every decade or so, but a solid timber floor can be sanded and refinished again and again across a lifetime. That maths is why restoring original boards is usually the best value flooring decision in an older home, and why we fit new floors to a standard that makes future restoration easy. Buy well once. Your floor, and whoever owns the house after you, will be glad you did. Talk to us before you decide, the numbers usually speak for themselves.",,https://www.bearwooddesign.com/gbp-28.jpg,,,,TRUE,FALSE,,,,,,,,call_to_action,call,,,,,,,,,,,,,,,,,,,,,,
2027-02-16 09:00:00,"Squeaky or bouncy floorboards are usually a fixing problem, not a board problem. Boards work loose over decades of footfall, and the fix is often refixing them properly rather than replacing anything. Where boards are split, rotten or too far gone, we can source and fit matching timber so repairs blend in rather than stand out. Sorting the structure first is essential before any sanding or finishing happens. A beautiful finish on a creaky, loose floor is a job half done, and we do not hand those back.",,https://www.bearwooddesign.com/gbp-29.jpg,,,,TRUE,FALSE,,,,,,,,call_to_action,learn_more,,,,,,,,https://www.bearwooddesign.com/floor-fitting,,,,,,,,,,,,,,
2027-02-23 09:00:00,"New floors, fitted to last. We supply and fit solid and engineered boards across Bristol, and we also do the less glamorous side: replacing rotten boards, weaving repairs into existing floors so they disappear, and making good after building work. Matching new timber into an old floor takes patience and the right stock, and it is a job we take real pride in. If part of your floor has failed, you may not need a whole new one. We will tell you which, honestly.",,https://www.bearwooddesign.com/gbp-01.jpg,,,,TRUE,FALSE,,,,,,,,call_to_action,learn_more,,,,,,,,https://www.bearwooddesign.com/floor-fitting,,,,,,,,,,,,,,
2027-03-02 09:00:00,"Floor sanding in Keynsham. Sitting between Bristol and Bath, Keynsham has everything from Victorian terraces to newer builds, and we cover it all. Original boards restored, tired finishes stripped and redone, draughty floors insulated and sealed. Being a small father and son team means the people who quote your job are the people who do it, and the standard never changes between the two. If your Keynsham floor needs attention, we are closer than you think. Get in touch and we will arrange a visit that suits you.",,https://www.bearwooddesign.com/gbp-02.jpg,,,,TRUE,FALSE,,,,,,,,call_to_action,learn_more,,,,,,,,https://www.bearwooddesign.com/floor-sanding-keynsham,,,,,,,,,,,,,,
2027-03-09 09:00:00,"Fifteen years of Bristol floors teaches you things no course can: how Victorian pine behaves, which finishes survive family kitchens, when a floor needs repairs before sanding and when it just needs the courage to lift the carpet. That experience is in every quote we give and every floor we hand back. We are still learning on every job, and still enjoying it, which after this long is probably the best recommendation we can offer. Put that experience to work on your boards and see the difference it makes.",,https://www.bearwooddesign.com/gbp-03.jpg,,,,TRUE,FALSE,,,,,,,,call_to_action,call,,,,,,,,,,,,,,,,,,,,,,
2027-03-16 09:00:00,"Underfloor insulation is one of the most overlooked upgrades in older Bristol homes. Suspended timber floors sit above a ventilated void, and without insulation that void pulls heat out of your rooms all winter. Insulating between the joists while the boards are up, or as a dedicated job, keeps the warmth where it belongs. It pairs naturally with sanding or restoration work because the floor is already being worked on. If your ground floor always feels cold underfoot, this is very likely the reason why.",,https://www.bearwooddesign.com/gbp-04.jpg,,,,TRUE,FALSE,,,,,,,,call_to_action,learn_more,,,,,,,,https://www.bearwooddesign.com/floor-insulation,,,,,,,,,,,,,,
2027-03-23 09:00:00,"Some floors just need waking up. Our sanding service covers everything from a light refresh of dulled boards to a full strip of decades old varnish and paint. The machines do the heavy work, but judgement does the rest: knowing when to stop, which grit to move to, and which finish will suit the wood. That judgement is what 15 years on Bristol floors buys you. If you are weighing up whether your floor is worth sanding, ask us. The answer is usually yes.",,https://www.bearwooddesign.com/gbp-05.jpg,,,,TRUE,FALSE,,,,,,,,call_to_action,learn_more,,,,,,,,https://www.bearwooddesign.com/floor-sanding,,,,,,,,,,,,,,
2027-03-30 09:00:00,"Clifton floors, second to none in character and worth doing justice. We restore original boards and parquet across Clifton, from Whiteladies Road up to the Downs, working carefully in period properties where the details matter. Skirting protected, dust contained, finishes chosen to suit the age of the house. A restored original floor adds something to a Clifton home that new flooring never quite matches, and it is nearly always more achievable than owners expect. Ask us for a look before you decide.",,https://www.bearwooddesign.com/gbp-06.jpg,,,,TRUE,FALSE,,,,,,,,call_to_action,learn_more,,,,,,,,https://www.bearwooddesign.com/floor-sanding-clifton,,,,,,,,,,,,,,
2027-04-06 09:00:00,"Bristol born, Bristol based, Bristol busy. Our work is concentrated across the city and its edges, which means quick visits to quote, realistic scheduling and no long-distance premiums built into the price. It also means our reputation lives where we do. Every floor we finish is a few streets from the next person who might see it, and that keeps standards exactly where they should be. Local work, done like locals are watching. Because they are. Wherever you are in the city, we are not far away.",,https://www.bearwooddesign.com/gbp-07.jpg,,,,TRUE,FALSE,,,,,,,,call_to_action,call,,,,,,,,,,,,,,,,,,,,,,
2027-04-13 09:00:00,"Solid or engineered boards for a new floor? Solid timber is the traditional choice and can be sanded many times over its life. Engineered boards are more stable over underfloor heating and in rooms where humidity moves around. The right answer depends on the room, the subfloor and how you live, which is exactly what we work through before fitting anything. We fit floors we would be happy to sand and restore in fifteen years, because quality at the fitting stage is what makes everything after it easier.",,https://www.bearwooddesign.com/gbp-08.jpg,,,,TRUE,FALSE,,,,,,,,call_to_action,learn_more,,,,,,,,https://www.bearwooddesign.com/floor-fitting,,,,,,,,,,,,,,
2027-04-20 09:00:00,"Floor insulation, the honest version: it will not change how your floor looks, and it will completely change how your room feels. Heat stops draining into the void, draughts stop at the skirting, and the ground floor finally holds its temperature. For homes with original boards it is the best of both, period character on top, modern comfort underneath. We do the whole job, lifting, insulating, sealing and relaying, with the boards treated as carefully as the insulation itself. If your ground floor never feels warm, this is the conversation to have.",,https://www.bearwooddesign.com/gbp-09.jpg,,,,TRUE,FALSE,,,,,,,,call_to_action,learn_more,,,,,,,,https://www.bearwooddesign.com/floor-insulation,,,,,,,,,,,,,,
2027-04-27 09:00:00,"More Redland floors brought back every month. Whether it is a whole house or one room that has finally reached the top of the list, we treat every Redland job the same: assess honestly, prepare thoroughly, finish properly. Gaps filled, draughts dealt with, boards left flat, smooth and sealed for years of family life. We are a Bristol family business and Redland is home turf, so quotes are quick and the work is never rushed to get to the next city.",,https://www.bearwooddesign.com/gbp-10.jpg,,,,TRUE,FALSE,,,,,,,,call_to_action,learn_more,,,,,,,,https://www.bearwooddesign.com/floor-sanding-redland,,,,,,,,,,,,,,
2027-05-04 09:00:00,"Preparation is the part of our job nobody photographs. Punching nails, refixing loose boards, repairing splits, filling gaps, levelling. On some floors it takes longer than the sanding itself. Skip it and the finish fails early, the boards move and the squeaks return. So we never skip it. When you compare quotes for floor work, ask what preparation is included. The answer explains most price differences, and it is where our jobs earn their keep. Proper preparation is not an optional extra with us, it is the job.",,https://www.bearwooddesign.com/gbp-11.jpg,,,,TRUE,FALSE,,,,,,,,call_to_action,call,,,,,,,,,,,,,,,,,,,,,,
2027-05-11 09:00:00,"Water stains, pet marks or dark patches on your boards? Many of them sand out completely, because the damage often sits in the top few millimetres of the wood. Deeper staining can sometimes be treated, blended or, in the worst spots, repaired with matching timber. What we will not do is promise a perfect result before we have seen the floor. We assess it honestly, show you what is achievable, and quote for exactly that. Most floors that look beyond saving really are not, and the proof is in our finished jobs.",,https://www.bearwooddesign.com/gbp-12.jpg,,,,TRUE,FALSE,,,,,,,,call_to_action,learn_more,,,,,,,,https://www.bearwooddesign.com/floor-restoration,,,,,,,,,,,,,,
2027-05-18 09:00:00,"The floors we are proudest of are the ones that were nearly skipped. Restoration means taking boards that look finished, in the wrong sense, and doing the slow work: repairs, re-fixing, sanding through the grades, the right finish applied properly. No two old floors are the same and no two restorations are either, which is why we look before we quote and quote for exactly what your floor needs. If there is original timber in your home, it is worth a conversation before it is worth a skip.",,https://www.bearwooddesign.com/gbp-13.jpg,,,,TRUE,FALSE,,,,,,,,call_to_action,learn_more,,,,,,,,https://www.bearwooddesign.com/floor-restoration,,,,,,,,,,,,,,
2027-05-25 09:00:00,"Bishopston, your floorboards are better than you think. Time and again we lift carpet in homes around Gloucester Road and find boards that need far less work than the owner feared. A sand, some honest repairs and the right finish, and the room is transformed. We quote for what the floor needs, not for the biggest job we can describe. That is how a father and son firm keeps working in the same neighbourhoods for 15 years. Lift a corner of the carpet, have a look, then give us a shout.",,https://www.bearwooddesign.com/gbp-14.jpg,,,,TRUE,FALSE,,,,,,,,call_to_action,learn_more,,,,,,,,https://www.bearwooddesign.com/floor-sanding-bishopston,,,,,,,,,,,,,,
2027-06-01 09:00:00,"Two people turn up to your job: a father, a son, and between us every skill the floor needs. No agency labour, no rotating faces, no explaining the job twice. The person who saw your floor at the quote is there when the machines start and there when the finish goes on. Accountability is built into how we are set up, and it shows in the work. That is the quiet advantage of a genuine family firm. You will know exactly who is in your home and exactly who stands behind the work.",,https://www.bearwooddesign.com/gbp-15.jpg,,,,TRUE,FALSE,,,,,,,,call_to_action,call,,,,,,,,,,,,,,,,,,,,,,
2027-06-08 09:00:00,"Getting a room ready for floor sanding is simpler than most people expect. Furniture out, and if the carpet is coming up we can deal with that plus the old gripper rods and staples. We handle protection for anything that stays, seal off doorways and look after skirting and paintwork as we go. You do not need to do much beyond clearing the space. Leaving a home as tidy as we found it, minus the tired floor, is part of the job as far as we are concerned.",,https://www.bearwooddesign.com/gbp-16.jpg,,,,TRUE,FALSE,,,,,,,,call_to_action,learn_more,,,,,,,,https://www.bearwooddesign.com/floor-sanding,,,,,,,,,,,,,,
2027-06-15 09:00:00,"Thinking about a new wooden floor? The choices matter more than the brochure suggests: solid or engineered, board width, finish, and above all what is going on underneath. Subfloor preparation is where cheap fitting jobs fall down and where ours do not. We prepare properly, acclimatise the timber, and fit boards tight and true so the floor stays quiet and flat for decades. A well fitted floor is an investment in the house. A badly fitted one is a future repair bill.",,https://www.bearwooddesign.com/gbp-17.jpg,,,,TRUE,FALSE,,,,,,,,call_to_action,learn_more,,,,,,,,https://www.bearwooddesign.com/floor-fitting,,,,,,,,,,,,,,
2027-06-22 09:00:00,"Cotham period homes deserve period floors. Original timber, restored and finished well, suits these houses like nothing else. We handle repairs with matching boards, deal with movement and squeaks, and finish in oil or lacquer depending on the room. For rentals and sales, a restored floor lifts a Cotham property instantly. For staying put, it is simply a better floor to live on. Either way, we are the local firm to talk to. One conversation and a quick look is all it takes to find out what is possible.",,https://www.bearwooddesign.com/gbp-18.jpg,,,,TRUE,FALSE,,,,,,,,call_to_action,learn_more,,,,,,,,https://www.bearwooddesign.com/floor-sanding-cotham,,,,,,,,,,,,,,
2027-06-29 09:00:00,"Aftercare comes with every floor. When we hand a job back we explain the curing time, the cleaning that suits the finish, and the small habits that keep boards looking their best for years. And if anything ever needs attention down the line, you call the people who did the work, not a call centre. A floor from us is the start of a long relationship with your boards, and we are around for all of it. It is a small thing that makes a long difference, and it costs you nothing extra.",,https://www.bearwooddesign.com/gbp-19.jpg,,,,TRUE,FALSE,,,,,,,,call_to_action,call,,,,,,,,,,,,,,,,,,,,,,
2027-07-06 09:00:00,"Just had your floor sanded and finished? The first few weeks matter. Let the finish cure fully before rugs go down, use felt pads under furniture, and clean with a barely damp mop rather than a soaking one. A well looked after finish keeps its looks for years and pushes the next refinish far into the future. We talk every customer through aftercare when we hand a floor back, because the job does not end when the machines are packed away. Look after it and it will look after you.",,https://www.bearwooddesign.com/gbp-20.jpg,,,,TRUE,FALSE,,,,,,,,call_to_action,learn_more,,,,,,,,https://www.bearwooddesign.com/floor-restoration,,,,,,,,,,,,,,
2027-07-13 09:00:00,"A floor sand is the fastest transformation a room can have. One day, in most cases, between tired grey boards and a floor that lifts the whole space. We handle the lot: carpet up if needed, repairs, the sand itself, and a finish suited to how the room actually gets used. Father and son, 15 years in, still on the tools ourselves on every job. If your floorboards have been on the to-do list for years, this is the sign to get them looked at.",,https://www.bearwooddesign.com/gbp-21.jpg,,,,TRUE,FALSE,,,,,,,,call_to_action,learn_more,,,,,,,,https://www.bearwooddesign.com/floor-sanding,,,,,,,,,,,,,,
